Comments,neg,neu,pos
US standards of civilization,0.3469349,0.61916184,0.033903204
"This is why the Palestinians in the West Bank must be armed. Instead of arming the people, the so-called âPalestinianâ Authority does israelâs work for them.",0.74029726,0.24727681,0.012425947
I hate Israel the Nazi regime.,0.9737496,0.023429459,0.002821032
"Terrorists have often had young children participate in using explosives and weapons.  They are trained in #Hamas ""summer camps"" to do just that.  It's a sad reality.",0.9196118,0.07623469,0.004153513
"Hebron is not occupied, it's under PA.
Israel has 'security responsibility' to arrest people that threat to its country, and cause a risk in engaging terror.

I pity his daugther to have witness it, because her father chose to be a criminal.",0.88854927,0.10513944,0.0063112755
Well done on the space Truth. Appreciate you,0.0020093487,0.025173545,0.9728171
Thanks!! I appreciate you coming on.,0.0011786306,0.014147074,0.98467433
Great news,0.0039897487,0.03594091,0.96006936
But hamas made me do it,0.1046707,0.7691027,0.12622653
Toddler among US hostages in Gaza â White House,0.45358986,0.5358769,0.010533175
The White House says that a three-year-old American whose parents were killed by Hamas is among the hostages in Gaza.,0.6988663,0.29631278,0.004820864
President Joe Biden raised  the issue of hostages including a toddler,0.11438285,0.7867349,0.09888226
i hope he won't get a heartattack or car-/swimmingaccident in the next time,0.39007047,0.55107915,0.05885036
Palestinians appreciate very much every effort that comes in support of their cause.,0.0047618668,0.09574435,0.8994938
Why is not on our major news outlets????,0.6411742,0.34669122,0.012134604
"Good luck with that, Israel is doing everything by the book.",0.069642276,0.40159884,0.5287589
"Zionists mocking pro-Palestine protesters. Disgusting behaviour from disgusting people.

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",0.9183385,0.07539338,0.006268135
"Dua 

Mere we can do for Palestine is 
Make Dua
Make Dua for Palestine
It will make our brothers in Palestine victorious

God willing

#PrayForPalestine",0.030879471,0.48885313,0.48026744
"In memory of more than 10,000 martyrs of the Gaza Strip, a magnificent demonstration was held at Oslo Railway Station by Norwegians #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.04445004,0.40831026,0.54723966
"Their mosques are being heated under the bombs, they're still not missing any prayers!

Our mosques are being cooled with fans and ACs, and we're still skipping all 5 prayers!
#JummahMubarak #PrayForPalestine",0.7008531,0.26882085,0.030326067
"Yemen  Stand with Palestine  

#WeStandWithPalestine
#PrayForPalestine
#IsraelisATerorristState",0.14746578,0.7023428,0.15019144
"#Assalamuwalaikum 
A father lost his four children; his world has come to an end. May Allah protect the people of Palestine. Amen  

#freepalestian 
#PrayForPalestine",0.3415113,0.5282449,0.13024382
"#Hezbollah's anti-ship #missiles, a little remedy for those pesky foreign #warships in the #Mediterranean
#PrayForPalestine #PalestineWillBeFree #Palestine ",0.3590637,0.5760118,0.06492447
"#AllahHuAkbar
Without a doubt, with courage and bravery, a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.62731695,0.33067772,0.042005368
"May Allah safeguard the people of Palestine, bless them with strength and resilience, and bring an end to their sufferings
 #PrayForPalestine #DivineProtection
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza
#FreePalestineFromIsrael",0.04090348,0.48013046,0.4789661
"Khalid bin al waleed Mosque was completely destroyed by Israeli shelling in khan Younis, Gaza.
#gazaunderattack #palastine 
#prayforgaza #prayforpalestine",0.85713017,0.13600607,0.0068636816
"Gaza under heavy attack now.
5-11-23

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",0.8235701,0.16665773,0.0097721545
"More beautiful Zionist talk.
Would you like these people to live in your country?

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",0.05859671,0.47997147,0.4614318
"Are you not entertained enough?

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",0.7764753,0.20589837,0.017626315
Highlights from last nights debate: We must condemn the terrorist group of HAMAS! #usa #hamasterrorists #hamaspalestine #palestine #nikkihaley #gop #gopdebate #israel #prayforpalestine #prayforisrael,0.576151,0.37473604,0.04911298
The Quick Story About Israel Actions #FreePalaestine #ISLAM  #prayforpalestine #gazastrip #savepalestina #uk #unitedstates #unitedkingdom #northernireland #london #greatbritian #england #NYC #WashingtonDC #losangeles #sanfrancisco #chicago #longislandcity #Spain #Madrid #Berlin,0.050005913,0.6726673,0.27732676
"Our Patience is nothingâ¦..
#prayforpalestine
#freepalestine",0.3495213,0.5440386,0.106440134
"#AllahHuAkbar

This is spain

#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",0.456696,0.49777612,0.045527928
"We are minutes away from deathâ: Gazaâs al-Shifa Hospital under attack

#FreePalestineFromIsrael #PrayForPalestine",0.89873075,0.09515408,0.0061151953
":That was amazing and the real truth - you just nailed it, man. Our prayers are with Gaza and the Palestinian people. #StandWithGaza #PrayForPalestineâ #USA #usataxe",0.0062919944,0.065726385,0.9279817
"TLP Millions March Towards Islamabad. Pro Palestine Protest In Pakistan. Every Body Is So Angry On Israel Attack On Palestine.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerroristsâ¦",0.76061517,0.22154936,0.017835421
"Let us join together in heartfelt prayers for the people of Palestine. May Allah protect them, grant them strength, and bring an end to the injustice they face. 
#PrayForPalestine #JummahMubarak #PeaceForPalestine #FreePalestine 
#FreePalaestine 
#FreePalestineâ¦",0.023223732,0.40118083,0.57559544
"This little girl is called Julia. She lost her parents in the bombing by Israel in Gaza.

#FreePalestine #IsraelTerroristState #PrayForPalestine 
   #gazaholocust",0.8829139,0.10938936,0.007696737
"Philippine human rights campaigner granted bail

#FreePalestineFromIsrael #PrayForPalestine",0.1384239,0.7285194,0.13305667
"Day 1150: I thought it was a high number but it is 9,150 less than the number murdered in #Gaza #Palestine since 7 October! #100daysofwalking #200DaysOfWalking #drogheda #PrayForGaza #PrayForPalestine #300daysofwalking #CeasefireForGaza",0.29036334,0.6070705,0.10256615
"We keep that winning feeling ! 
Letâs continue the good work

#FreePalestineFromIsrael #PrayForPalestine",0.015986914,0.21794493,0.76606816
"#Assalamuwalaikum   

#freepalestian 
#PrayForPalestine",0.16547836,0.7557447,0.07877695
"Powerful words and great resilience from the Gaza resident, Abu Osama Daher, after his wife and all his children became martyrs in the Zionist Israeli bombing in the northern Gaza Strip today.",0.13612522,0.4510822,0.41279262
"#PrayForPalestine #StopGenocidelnGaza""",0.2614226,0.6518942,0.086683206
Julia (3 years old) lost her only family to an Israeli bombing  O God Allah Almighty Please help Palastinians Gaza's people Ameen  #StopGenocideOfPalestinians #StopGenocideInGaza #PrayForPalestine #PrayForGaza,0.67388433,0.28933477,0.03678087
"What is the Khalistan movement? How is it linked to India-Canada tensions?

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.17551322,0.77716154,0.047325242
"Gaza has been asked to choose between ethnic cleansing and genocideâ¦

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",0.5236763,0.44752476,0.028798953
"Health assistance and medical devices for Palestine Alhamdulillah have been channeled on Thursday, November 9, 2023. This assistance was given to the Jabaliya Syuhada Health Center, North Gaza in the form of 1 unit of health aids and 30 packages of medical needs.
#PrayForpalestine",0.013562351,0.8612678,0.12516984
"Many Palestinians continue to struggle for survival due to limited access to basic necessities.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.700533,0.2832471,0.016219933
"Dumbass Zionist propaganda and lies debunked again. This time by 
@AJEnglish
 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",0.8655044,0.12416405,0.010331496
"Breaking...

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.7635979,0.22141437,0.014987645
Manipulation of media narratives in the Israeli-Palestinian conflict #FreeGazaNow #FreePalaestin #PrayForPeace #PrayForPalestine,0.20797203,0.71978545,0.07224251
"#AsslamuAllekum  may Allah be pleased with him.
Abu Ubaidah reiterated the statement of Khalid bin Walid",0.0060658664,0.35691926,0.63701487
"By God! I have brought to you people who love death just as you love life. Insha'Allah  Allah will surely grant success one day.'""",0.01802036,0.18267864,0.79930097
"#FreePalaestine #PrayForPalestine  #Gaza_Genocide""",0.46179155,0.48453873,0.05366972
" #StandWithPalestine  We mourn the loss of many brothers and sisters to acts of terrorism. Together, let's strive for peace and justice. 
Do you know who the real terrorists are?   Everyone know them Occupier
#PrayForPalestine #EndViolence ",0.67622113,0.2930621,0.030716851
"In Jakarta, people are enthusiastic about #PrayForPalestine",0.004715024,0.15113555,0.8441494
This is Reality.    #PrayForPalestine,0.21460418,0.6268463,0.15854949
"Local sources
Armed clashes broke out around the Balata camp, east of Nablus. #prayforpalestine #GazaGenoside #IsraelTerorrist #IsraelNewNazisim",0.67094404,0.3165805,0.012475458
"Written on our college whiteboard 
#FreePalaestine #PrayForPalestine",0.08577896,0.7535231,0.16069794
"Palestinians valiantly stand for their faith and strive to protect Islam, reaching out their hand for our crucial support.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine",0.031232074,0.5219605,0.44680744
"O Allah, strengthen the defense of the Palestinian fighters against their enemies (Zionist Israel and its allies).

O Allah, help the Palestinian fighters and grant them victory over their enemies.",0.061451487,0.62804466,0.31050384
"#WeStandWithPalestine #FreePalestine #PrayForPalestine""",0.05358707,0.5867765,0.35963643
"Listening to this 

#FreePalaestin #FreePalaestine #FreePalestineFormZionist #PrayForGaza #PrayForPalestine",0.13397574,0.69109046,0.1749338
" Heartbreaking to see the destruction in Palestine. Let's stand together and pray for peace, justice, and support for the affected. May Allah bring relief to those in need.  #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocide 
#CeasefireInGazaNOW 
#Survivor",0.2876401,0.554099,0.1582609
#freepalestian ,0.1554691,0.7514734,0.093057394
"#PrayForPalestine""",0.07298408,0.73943853,0.18757746
"Oh Palestine, you are in our hearts and prayers. ""Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people."" Quran, 2:250 #FreePalestine #SaveGaza #PrayForPalestine",0.0348522,0.4357917,0.52935606
"This is an example of how to destroy your life in a blink of eyes.

May Allah help them 

#PrayForPalestine  ",0.7643579,0.20905846,0.026583636
"The last hug
from the river to the sea,Palestine will be free

Free free Palestine free free plaestine 

#palestine #freepalestine #istandwithpalestine #freepalestine #istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gaza #gazaunderattack",0.1253732,0.63514435,0.23948252
"A man is seen pulling a cart to transfer injuries to hospital in khan Younis, southern Gaza city. 5.11.23 
#freepalestine #freepalestine #gaza #palestine #freegaza #prayforgaza #prayforpalestine #savegaza #staywithpalestine",0.12835866,0.76496446,0.106676914
#GAZA #PRAYFORPALESTINE #FreePalestine #freepalestin #motaz_azaiza #gazahologaust #gaza_geniocide #Abu Ubaida #Al -Ittihad_Abha #trending,0.19018073,0.735002,0.07481728
Don't stop talking about PALESTINE #palestinegenocide #freepalestine #palestinewillbefree #prayforpalestine,0.5319454,0.40947163,0.058583006
"More than two million Indonesians gathered at Monas,Jakarta this morning to pray together and show their support for Palestine.
Presiden Joko Widodo
#SavePalestine
#HelpPalestine
#PrayForPalestine
#WeStandWithPalestine",0.014387752,0.4347201,0.5508921
"CALL FOR CEASEFIRE NOW
#ceasefirenow #PrayForPalestine",0.15973796,0.71904284,0.12121915
This is Indonesia for PALESTINE #savepalestine #indonesiastandwithpalestine #palestinewillbefree #PrayForPalestine #palestinevictory,0.06334303,0.5748074,0.36184958
#stopgenocide #stopkillingkids #prayforpalestine #freepalestine  From Indonesia ,0.50077164,0.44572374,0.053504594
"The Alkhidmat Foundation Woman Wing is endeavoring to provide essential supplies to the people of Gaza.

#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.028301602,0.7363307,0.23536779
"May Allah swt send His Greatest help to the people of #Gaza. May Allah swt grant victory to the #Palestineans, May Allah swt protects all of you. Aamiin ya Rabbal Alamiin #prayforGaza #prayforPalestine #FreePalestine #CeaseFireInGaza #CeasefireNOW #solidaritywithpalestine",0.012222412,0.32952613,0.65825146
"Good morning. May Allah bless you with health and prosperity on this day.#Azaan #Prayer #Namaz #Muslims #PrayForPalestine #PrayForGazan #gaza #bycottIsrealProducts #bycott_isreal_products #bycott #bycottmacdonald #ALQuran
#Hadees Nabvi
#Farman_E_Ilahi
#urdu #",0.010691889,0.27866855,0.7106396
"Its ccrazy to think how the people that got bullied by Hitler, are now the bullies. At one point they were begging for peace and now they couldnt care less about it, the world is a shambles, #PrayForPalestine",0.9100747,0.08030813,0.009617104
"#FreePalestineNow 
#PalestineUnderAttack
#PalestineGenocide 
#PalestineHolocaust 
#PrayForPalestine
A gift from Indonesia for our brothers and sisters, the guardians and defenders of the land of Syria, Palestine. 'With our souls, with our blood, we sacrifice for you, O Aqsa,,,,,,,,,,,,,,
Israel is a TERRORIST STATE ",0.77372557,0.20349315,0.022781271
#IsraelisATerorristState,0.77078927,0.21629877,0.012911995
#FreePalaestine,0.16145359,0.7356337,0.10291279
#FreeGazaNow,0.21259844,0.6823265,0.10507509
"Only to Him we seek
Only Him who guides

#blessed
#PrayForPalestine
#FreePalestine",0.019738194,0.35554713,0.62471473
"Words canât evenâ¦â¦â¦ 

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide
#PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.7723447,0.2075641,0.020091232
"Pakistan has not given Ukraine, which is at war with Russia, any weapons, and it has no intention of doing so.
#ukraine #palestine #PrayForPalestine #IsraeliCrimes #RussiaWar",0.77486515,0.21722926,0.007905602
"Despite the prevalence of playing games, Palestinian children contend with dire circumstances and a constant battle for survival.

#Palestine #Gaza #PrayForPalestine #Pakistan",0.6879216,0.2946829,0.017395614
"#AsslamuAllekum
#GoodMorningTwitterWorld 
Do you not know that the sovereignty of the earth and the heavens is for Allah alone, and besides Allah, there is no one else worthy of your devotion and help? #Quran 2/107 #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T",0.39717475,0.5180342,0.08479109
This video broke me tonight. We never know kan how our life could inspire/affect other people. Lagi2 kalau mmg kita pempengaruh. This is really really sad  #PrayForPalestine,0.92214566,0.070237406,0.00761691
Hope the other leaders also wake up. #PrayForPalestine,0.08027972,0.6241468,0.29557344
The  is with Palestine. But some of our pretentious muslim brothers are acting weird #prayforPalestine,0.7630053,0.21808398,0.018910626
"Alkhidmat Foundation's Woman's Wing bringing hope to the people of  Gaza, one blanket bring children's smile light up their darkest days.
601-5
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.0045829304,0.18153699,0.81388
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,0.01605059,0.38936147,0.594588
"Make dua for our brothers and sisters of Palestine 
#FreePalestine 
#PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",0.08042162,0.64656174,0.27301663
Ayeza Khan responds to criticism over Palestine post #AyezaKhan #CelebrityNews #PrayforPalestine ,0.09864094,0.78944445,0.111914635
"Pray for palestine

#PrayForPalestine",0.08659582,0.6647369,0.24866726
"Let no one seduce you with vain thoughts; it is precisely these things that kindle the anger of God against rebellious men


#PalestineGenocide 
#PrayForPalestine",0.7535322,0.23105827,0.015409519
"#Allahhuakbar
#Allahhuakbar
.
#FREEPALAESTINE #prayforpalestine #gazaunderattack #gaza_genocide
@Imshamstrz",0.42833397,0.53427464,0.03739144
"A victim of #Ä±sraelTerrorists.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.85037,0.14059387,0.00903622
"#FreePalaestine
#FreePalaestine 
#PrayForPalestine
@IMshamstrz",0.13001445,0.74302787,0.12695765
"The bombings near the Indonesian Hospital in Gaza are a tragic reminder of the devastating impact of war. Innocent lives lost, families shattered. 
And still Israel calls it self defence.
#CeasefireInGazaNOW #PrayForGaza 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",0.91662246,0.07821518,0.0051623527
"The whole of America and Europe should stand behind the Israelis, victory or martyrdom is the only way for us, #Abu_Ubaida

 #FreePalestine #PrayForPalestine #Gaza #Gaza_Genocide #GazaHolocaust #Loki #Bitcoin #BANGYEDAM #Ethereum #SaraAliKhan #goldprice #Bhakts #Omegle #Gaza",0.11146862,0.5995771,0.28895426
"The sky of #Gaza is illuminated by flash #BOMBs dropped by the occupation #IsraelisaGenocidalState #IsraelTerrorists #FreePalestineNow 
#Prayforgaza
#PrayForPalestine 
#AlAqsaFlood 
#AlAqsaNeedsAyubi",0.6170651,0.34547514,0.037459806
"#AllahHuAkbar
You cannot defeat such a nation that never accepts defeat
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",0.6481525,0.32614672,0.025700873
"#AllahHuAkbar
Unbelievable confidence, bravery, daring - a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.8229021,0.16135892,0.015738962
"Stop Gaza genocide
#prayforPalestine
#freePalestine",0.5734045,0.39022627,0.036369342
"#AsslamuAllekum 
Do not say that our problems are big to Allah, but rather tell your problems that our Allah is very great, merciful, and generous. Insha'Allah, Allah will make everything better one day
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T 
",0.032939542,0.32185152,0.64520895
"Well said Rangers fan David

I hope many more Rangers fans speak out about the Genocide taking place in Gaza right now. 
#PrayForPalestine ",0.22681017,0.56500834,0.2081815
"With 75 years under occupation. Palestine don't need peace, We want freedom.. 

#WestandwithPalestine #raiseVoiceForPalestine #FreePalestine #PrayForPalestine #PalestinianLivesMatter",0.37007043,0.530569,0.09936056
"Even Birds Know Israel Is Terrorist Nation.
Free Palestine 
Pray For Palestinian Peoples.

#Palestine #PalestineUnderAttack
  #Iran #PrayForPalestine
#IsraelTerorrist
#Hezbollah #Israel  #Lebanon
 #Hamas #Gaza
#SupportGaza #ÙÙØ³Ø·ÙÙ #Lebanonnews #Gaza  #AlAqsaFloodOperat",0.6136019,0.35722736,0.029170765
"Gazaâs two biggest hospitals cease operations as WHO warns of rising deaths

#FreePalestineFromIsrael #PrayForPalestine",0.6666689,0.31269944,0.020631671
"Palestine girl's appeal. 
#Palestine 
#PrayForPalestine #StopTheWarNow",0.20134711,0.6718507,0.1268022
"I have concerns abt AI regarding
#palestine Q. 
#GazaHolocaust #freepalestine #istandwithpalestine #freepalestine#istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gazaunderattack #gazapalestine #freegaza #Ø·ÙÙØ§Ù_Ø§ÙØ§ÙØµ
""10,000 Palestinians""",0.6895631,0.296112,0.014324921
"American nurse talks about her experience in Gaza. 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrights #apartheid 
#gazaâ¦",0.24240024,0.69610333,0.061496463
" Over 100 Congressional staffers unite in a powerful walkout at the US Capitol, demanding a ceasefire in Gaza. Their call for peace echoes across the nation.  #CeasefireNow #PeacefulResolution #UnitedForPeace 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",0.035010185,0.53055537,0.43443444
"Turkish women condemn Israel in sit-in protest for Palestine

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.45194098,0.51251566,0.035543296
"United in solidarity, sending prayers for the safety and well-being of the people of Palestine.  #StandWithPalestine #PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",0.016267618,0.36936566,0.61436665
"Exclusive: Chinese Submarine, Warships In Karachi - What It Means For India

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.25953537,0.6920432,0.048421443
"Health assistance and medical supplies for Palestine, Alhamdulillah, have been distributed on Thursday, November 9, 2023. This aid was given to the Syuhada Jabaliya Health Center in North Gaza in the form of 1 unit of health aid and 30 medical supply packages. #prayforpalestine",0.020132897,0.8732658,0.106601335
Injustice crime   no matter how high it may rise  remember that in the court of Allah  there is only justice.,0.20633821,0.71262836,0.08103344
"#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide""",0.5737245,0.39020014,0.036075328
"Russia-Ukraine war live: Germany to âmassively expandâ support for Ukraine, foreign minister says

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.21420214,0.7134256,0.07237228
"Explained like you are a five years old                                    Illustration by 

          #prayforpalestine #digitalart #illustration #humanity #humanrights #stayontherightsideofhistory",0.06458546,0.61342645,0.32198808
"Powerful Tuesday Prayer
#FreePalestine 
#PrayForGhaza 
#PrayforPalestine",0.008964221,0.2636533,0.7273825
