Comments,neg,neu,pos
Palestinians appreciate very much every effort that comes in support of their cause.,0.004761865,0.09574435,0.8994938
Why is not on our major news outlets????,0.64117366,0.3466917,0.012134625
"Good luck with that, Israel is doing everything by the book.",0.06964225,0.40159905,0.5287587
"Zionists mocking pro-Palestine protesters. Disgusting behaviour from disgusting people.

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",0.9183384,0.07539345,0.006268146
"Dua 

Mere we can do for Palestine is 
Make Dua
Make Dua for Palestine
It will make our brothers in Palestine victorious

God willing

#PrayForPalestine",0.03087945,0.48885277,0.4802678
"In memory of more than 10,000 martyrs of the Gaza Strip, a magnificent demonstration was held at Oslo Railway Station by Norwegians #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.04445006,0.40830994,0.54724
"Their mosques are being heated under the bombs, they're still not missing any prayers!

Our mosques are being cooled with fans and ACs, and we're still skipping all 5 prayers!
#JummahMubarak #PrayForPalestine",0.7008529,0.268821,0.03032614
"Yemen  Stand with Palestine  

#WeStandWithPalestine
#PrayForPalestine
#IsraelisATerorristState",0.14746581,0.70234275,0.15019149
"#Assalamuwalaikum 
A father lost his four children; his world has come to an end. May Allah protect the people of Palestine. Amen  

#freepalestian 
#PrayForPalestine",0.34151134,0.5282448,0.13024391
"#Hezbollah's anti-ship #missiles, a little remedy for those pesky foreign #warships in the #Mediterranean
#PrayForPalestine #PalestineWillBeFree #Palestine ",0.35906324,0.57601213,0.06492459
"#AllahHuAkbar
Without a doubt, with courage and bravery, a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.62731695,0.3306777,0.042005368
"May Allah safeguard the people of Palestine, bless them with strength and resilience, and bring an end to their sufferings
 #PrayForPalestine #DivineProtection
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza
#FreePalestineFromIsrael",0.04090341,0.48013002,0.47896662
"Khalid bin al waleed Mosque was completely destroyed by Israeli shelling in khan Younis, Gaza.
#gazaunderattack #palastine 
#prayforgaza #prayforpalestine",0.85713035,0.13600591,0.0068636737
"Gaza under heavy attack now.
5-11-23

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",0.8235699,0.16665797,0.009772177
"More beautiful Zionist talk.
Would you like these people to live in your country?

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",0.05859663,0.47997114,0.46143225
"Are you not entertained enough?

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",0.7764753,0.20589834,0.017626332
Highlights from last nights debate: We must condemn the terrorist group of HAMAS! #usa #hamasterrorists #hamaspalestine #palestine #nikkihaley #gop #gopdebate #israel #prayforpalestine #prayforisrael,0.57615083,0.3747362,0.049113017
The Quick Story About Israel Actions #FreePalaestine #ISLAM  #prayforpalestine #gazastrip #savepalestina #uk #unitedstates #unitedkingdom #northernireland #london #greatbritian #england #NYC #WashingtonDC #losangeles #sanfrancisco #chicago #longislandcity #Spain #Madrid #Berlin,0.050005864,0.6726673,0.27732688
"Our Patience is nothingâ¦..
#prayforpalestine
#freepalestine",0.349521,0.54403865,0.10644031
"#AllahHuAkbar

This is spain

#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",0.45669553,0.49777648,0.045527995
"We are minutes away from deathâ: Gazaâs al-Shifa Hospital under attack

#FreePalestineFromIsrael #PrayForPalestine",0.89873075,0.09515408,0.0061152014
":That was amazing and the real truth - you just nailed it, man. Our prayers are with Gaza and the Palestinian people. #StandWithGaza #PrayForPalestineâ #USA #usataxe",0.0062919864,0.06572627,0.92798173
"TLP Millions March Towards Islamabad. Pro Palestine Protest In Pakistan. Every Body Is So Angry On Israel Attack On Palestine.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerroristsâ¦",0.76061505,0.22154954,0.017835451
"Let us join together in heartfelt prayers for the people of Palestine. May Allah protect them, grant them strength, and bring an end to the injustice they face. 
#PrayForPalestine #JummahMubarak #PeaceForPalestine #FreePalestine 
#FreePalaestine 
#FreePalestineâ¦",0.023223678,0.40118024,0.57559615
"This little girl is called Julia. She lost her parents in the bombing by Israel in Gaza.

#FreePalestine #IsraelTerroristState #PrayForPalestine 
   #gazaholocust",0.8829139,0.10938936,0.007696748
"Philippine human rights campaigner granted bail

#FreePalestineFromIsrael #PrayForPalestine",0.13842359,0.7285194,0.13305703
"Day 1150: I thought it was a high number but it is 9,150 less than the number murdered in #Gaza #Palestine since 7 October! #100daysofwalking #200DaysOfWalking #drogheda #PrayForGaza #PrayForPalestine #300daysofwalking #CeasefireForGaza",0.29036328,0.6070706,0.10256608
"We keep that winning feeling ! 
Letâs continue the good work

#FreePalestineFromIsrael #PrayForPalestine",0.015986862,0.21794458,0.7660686
"#Assalamuwalaikum   

#freepalestian 
#PrayForPalestine",0.16547818,0.75574476,0.07877704
"Powerful words and great resilience from the Gaza resident, Abu Osama Daher, after his wife and all his children became martyrs in the Zionist Israeli bombing in the northern Gaza Strip today.",0.13612513,0.4510822,0.41279265
"#PrayForPalestine #StopGenocidelnGaza""",0.26142263,0.65189415,0.08668317
Julia (3 years old) lost her only family to an Israeli bombing  O God Allah Almighty Please help Palastinians Gaza's people Ameen  #StopGenocideOfPalestinians #StopGenocideInGaza #PrayForPalestine #PrayForGaza,0.6738845,0.28933463,0.036780845
"What is the Khalistan movement? How is it linked to India-Canada tensions?

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.1755129,0.7771618,0.047325358
"Gaza has been asked to choose between ethnic cleansing and genocideâ¦

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",0.5236767,0.44752437,0.02879894
"Health assistance and medical devices for Palestine Alhamdulillah have been channeled on Thursday, November 9, 2023. This assistance was given to the Jabaliya Syuhada Health Center, North Gaza in the form of 1 unit of health aids and 30 packages of medical needs.
#PrayForpalestine",0.013562315,0.8612676,0.12517007
"Many Palestinians continue to struggle for survival due to limited access to basic necessities.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.7005326,0.2832474,0.01621997
"Dumbass Zionist propaganda and lies debunked again. This time by 
@AJEnglish
 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",0.8655044,0.124164,0.0103315
"Breaking...

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.76359797,0.22141433,0.014987659
Manipulation of media narratives in the Israeli-Palestinian conflict #FreeGazaNow #FreePalaestin #PrayForPeace #PrayForPalestine,0.20797151,0.7197859,0.07224266
"#AsslamuAllekum  may Allah be pleased with him.
Abu Ubaidah reiterated the statement of Khalid bin Walid",0.006065857,0.35691893,0.63701516
"By God! I have brought to you people who love death just as you love life. Insha'Allah  Allah will surely grant success one day.'""",0.018020283,0.18267803,0.7993017
"#FreePalaestine #PrayForPalestine  #Gaza_Genocide""",0.46179155,0.48453867,0.053669762
" #StandWithPalestine  We mourn the loss of many brothers and sisters to acts of terrorism. Together, let's strive for peace and justice. 
Do you know who the real terrorists are?   Everyone know them Occupier
#PrayForPalestine #EndViolence ",0.6762212,0.29306188,0.030716868
"In Jakarta, people are enthusiastic about #PrayForPalestine",0.004715009,0.15113515,0.8441498
This is Reality.    #PrayForPalestine,0.21460381,0.62684625,0.15854989
"Local sources
Armed clashes broke out around the Balata camp, east of Nablus. #prayforpalestine #GazaGenoside #IsraelTerorrist #IsraelNewNazisim",0.6709438,0.3165807,0.012475471
"Written on our college whiteboard 
#FreePalaestine #PrayForPalestine",0.08577879,0.7535231,0.16069809
"Palestinians valiantly stand for their faith and strive to protect Islam, reaching out their hand for our crucial support.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine",0.031231944,0.52196,0.4468081
"O Allah, strengthen the defense of the Palestinian fighters against their enemies (Zionist Israel and its allies).

O Allah, help the Palestinian fighters and grant them victory over their enemies.",0.061451472,0.6280446,0.31050396
"#WeStandWithPalestine #FreePalestine #PrayForPalestine""",0.05358701,0.58677614,0.35963684
"Listening to this 

#FreePalaestin #FreePalaestine #FreePalestineFormZionist #PrayForGaza #PrayForPalestine",0.13397561,0.6910906,0.17493388
" Heartbreaking to see the destruction in Palestine. Let's stand together and pray for peace, justice, and support for the affected. May Allah bring relief to those in need.  #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocide 
#CeasefireInGazaNOW 
#Survivor",0.28764015,0.5540988,0.15826102
#freepalestian ,0.15546873,0.7514737,0.09305755
"#PrayForPalestine""",0.07298396,0.7394385,0.18757759
"Oh Palestine, you are in our hearts and prayers. ""Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people."" Quran, 2:250 #FreePalestine #SaveGaza #PrayForPalestine",0.034852125,0.43579125,0.52935666
"This is an example of how to destroy your life in a blink of eyes.

May Allah help them 

#PrayForPalestine  ",0.7643578,0.20905855,0.026583655
"The last hug
from the river to the sea,Palestine will be free

Free free Palestine free free plaestine 

#palestine #freepalestine #istandwithpalestine #freepalestine #istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gaza #gazaunderattack",0.12537326,0.6351442,0.23948249
"A man is seen pulling a cart to transfer injuries to hospital in khan Younis, southern Gaza city. 5.11.23 
#freepalestine #freepalestine #gaza #palestine #freegaza #prayforgaza #prayforpalestine #savegaza #staywithpalestine",0.12835833,0.7649645,0.106677085
#GAZA #PRAYFORPALESTINE #FreePalestine #freepalestin #motaz_azaiza #gazahologaust #gaza_geniocide #Abu Ubaida #Al -Ittihad_Abha #trending,0.19018085,0.7350019,0.0748172
Don't stop talking about PALESTINE #palestinegenocide #freepalestine #palestinewillbefree #prayforpalestine,0.531945,0.40947193,0.05858309
"More than two million Indonesians gathered at Monas,Jakarta this morning to pray together and show their support for Palestine.
Presiden Joko Widodo
#SavePalestine
#HelpPalestine
#PrayForPalestine
#WeStandWithPalestine",0.014387751,0.43471992,0.55089235
"CALL FOR CEASEFIRE NOW
#ceasefirenow #PrayForPalestine",0.15973788,0.71904284,0.12121932
This is Indonesia for PALESTINE #savepalestine #indonesiastandwithpalestine #palestinewillbefree #PrayForPalestine #palestinevictory,0.063343026,0.5748073,0.3618496
#stopgenocide #stopkillingkids #prayforpalestine #freepalestine  From Indonesia ,0.5007715,0.44572383,0.053504612
"The Alkhidmat Foundation Woman Wing is endeavoring to provide essential supplies to the people of Gaza.

#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.028301565,0.7363308,0.23536767
"May Allah swt send His Greatest help to the people of #Gaza. May Allah swt grant victory to the #Palestineans, May Allah swt protects all of you. Aamiin ya Rabbal Alamiin #prayforGaza #prayforPalestine #FreePalestine #CeaseFireInGaza #CeasefireNOW #solidaritywithpalestine",0.012222412,0.32952598,0.65825164
"Good morning. May Allah bless you with health and prosperity on this day.#Azaan #Prayer #Namaz #Muslims #PrayForPalestine #PrayForGazan #gaza #bycottIsrealProducts #bycott_isreal_products #bycott #bycottmacdonald #ALQuran
#Hadees Nabvi
#Farman_E_Ilahi
#urdu #",0.010691853,0.27866793,0.71064025
"Its ccrazy to think how the people that got bullied by Hitler, are now the bullies. At one point they were begging for peace and now they couldnt care less about it, the world is a shambles, #PrayForPalestine",0.9100747,0.080308154,0.00961711
"#FreePalestineNow 
#PalestineUnderAttack
#PalestineGenocide 
#PalestineHolocaust 
#PrayForPalestine
A gift from Indonesia for our brothers and sisters, the guardians and defenders of the land of Syria, Palestine. 'With our souls, with our blood, we sacrifice for you, O Aqsa,,,,,,,,,,,,,,
Israel is a TERRORIST STATE ",0.7737253,0.20349337,0.022781326
#IsraelisATerorristState,0.770789,0.21629901,0.012911997
#FreePalaestine,0.16145355,0.7356336,0.102912806
#FreeGazaNow,0.21259798,0.68232673,0.10507523
"Only to Him we seek
Only Him who guides

#blessed
#PrayForPalestine
#FreePalestine",0.019738153,0.35554653,0.6247153
"Words canât evenâ¦â¦â¦ 

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide
#PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.77234465,0.20756406,0.020091249
"Pakistan has not given Ukraine, which is at war with Russia, any weapons, and it has no intention of doing so.
#ukraine #palestine #PrayForPalestine #IsraeliCrimes #RussiaWar",0.7748649,0.21722953,0.007905608
"Despite the prevalence of playing games, Palestinian children contend with dire circumstances and a constant battle for survival.

#Palestine #Gaza #PrayForPalestine #Pakistan",0.68792117,0.29468313,0.01739564
"#AsslamuAllekum
#GoodMorningTwitterWorld 
Do you not know that the sovereignty of the earth and the heavens is for Allah alone, and besides Allah, there is no one else worthy of your devotion and help? #Quran 2/107 #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T",0.3971746,0.5180343,0.084791146
This video broke me tonight. We never know kan how our life could inspire/affect other people. Lagi2 kalau mmg kita pempengaruh. This is really really sad  #PrayForPalestine,0.92214566,0.070237376,0.00761691
Hope the other leaders also wake up. #PrayForPalestine,0.08027965,0.62414646,0.29557386
The  is with Palestine. But some of our pretentious muslim brothers are acting weird #prayforPalestine,0.7630057,0.2180837,0.018910594
"Alkhidmat Foundation's Woman's Wing bringing hope to the people of  Gaza, one blanket bring children's smile light up their darkest days.
601-5
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.004582936,0.18153676,0.81388026
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,0.01605055,0.38936064,0.5945888
"Make dua for our brothers and sisters of Palestine 
#FreePalestine 
#PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",0.080421515,0.6465618,0.27301672
Ayeza Khan responds to criticism over Palestine post #AyezaKhan #CelebrityNews #PrayforPalestine ,0.09864061,0.7894446,0.11191478
"Pray for palestine

#PrayForPalestine",0.08659579,0.66473675,0.2486675
"Let no one seduce you with vain thoughts; it is precisely these things that kindle the anger of God against rebellious men


#PalestineGenocide 
#PrayForPalestine",0.7535319,0.23105855,0.015409562
"#Allahhuakbar
#Allahhuakbar
.
#FREEPALAESTINE #prayforpalestine #gazaunderattack #gaza_genocide
@Imshamstrz",0.4283342,0.53427434,0.037391454
"A victim of #Ä±sraelTerrorists.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.85036963,0.14059417,0.009036236
"#FreePalaestine
#FreePalaestine 
#PrayForPalestine
@IMshamstrz",0.13001429,0.74302804,0.12695767
"The bombings near the Indonesian Hospital in Gaza are a tragic reminder of the devastating impact of war. Innocent lives lost, families shattered. 
And still Israel calls it self defence.
#CeasefireInGazaNOW #PrayForGaza 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",0.91662246,0.0782152,0.0051623583
"The whole of America and Europe should stand behind the Israelis, victory or martyrdom is the only way for us, #Abu_Ubaida

 #FreePalestine #PrayForPalestine #Gaza #Gaza_Genocide #GazaHolocaust #Loki #Bitcoin #BANGYEDAM #Ethereum #SaraAliKhan #goldprice #Bhakts #Omegle #Gaza",0.11146814,0.5995766,0.2889553
"The sky of #Gaza is illuminated by flash #BOMBs dropped by the occupation #IsraelisaGenocidalState #IsraelTerrorists #FreePalestineNow 
#Prayforgaza
#PrayForPalestine 
#AlAqsaFlood 
#AlAqsaNeedsAyubi",0.61706483,0.34547535,0.037459858
"#AllahHuAkbar
You cannot defeat such a nation that never accepts defeat
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",0.64815253,0.32614648,0.025700886
"#AllahHuAkbar
Unbelievable confidence, bravery, daring - a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.8229019,0.1613591,0.015739005
"Stop Gaza genocide
#prayforPalestine
#freePalestine",0.5734046,0.39022607,0.03636938
"#AsslamuAllekum 
Do not say that our problems are big to Allah, but rather tell your problems that our Allah is very great, merciful, and generous. Insha'Allah, Allah will make everything better one day
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T 
",0.03293954,0.32185137,0.64520913
"Well said Rangers fan David

I hope many more Rangers fans speak out about the Genocide taking place in Gaza right now. 
#PrayForPalestine ",0.22681016,0.5650082,0.2081816
"With 75 years under occupation. Palestine don't need peace, We want freedom.. 

#WestandwithPalestine #raiseVoiceForPalestine #FreePalestine #PrayForPalestine #PalestinianLivesMatter",0.37007043,0.53056896,0.099360645
"Even Birds Know Israel Is Terrorist Nation.
Free Palestine 
Pray For Palestinian Peoples.

#Palestine #PalestineUnderAttack
  #Iran #PrayForPalestine
#IsraelTerorrist
#Hezbollah #Israel  #Lebanon
 #Hamas #Gaza
#SupportGaza #ÙÙØ³Ø·ÙÙ #Lebanonnews #Gaza  #AlAqsaFloodOperat",0.61360186,0.35722739,0.029170774
"Gazaâs two biggest hospitals cease operations as WHO warns of rising deaths

#FreePalestineFromIsrael #PrayForPalestine",0.66666865,0.3126996,0.020631703
"Palestine girl's appeal. 
#Palestine 
#PrayForPalestine #StopTheWarNow",0.20134678,0.6718508,0.1268024
"I have concerns abt AI regarding
#palestine Q. 
#GazaHolocaust #freepalestine #istandwithpalestine #freepalestine#istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gazaunderattack #gazapalestine #freegaza #Ø·ÙÙØ§Ù_Ø§ÙØ§ÙØµ
""10,000 Palestinians""",0.6895634,0.29611173,0.014324909
"American nurse talks about her experience in Gaza. 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrights #apartheid 
#gazaâ¦",0.24239998,0.69610345,0.061496593
" Over 100 Congressional staffers unite in a powerful walkout at the US Capitol, demanding a ceasefire in Gaza. Their call for peace echoes across the nation.  #CeasefireNow #PeacefulResolution #UnitedForPeace 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",0.035010185,0.5305553,0.43443447
"Turkish women condemn Israel in sit-in protest for Palestine

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.4519411,0.5125156,0.03554335
"United in solidarity, sending prayers for the safety and well-being of the people of Palestine.  #StandWithPalestine #PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",0.016267601,0.3693653,0.6143671
"Exclusive: Chinese Submarine, Warships In Karachi - What It Means For India

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.2595352,0.69204324,0.04842149
"Health assistance and medical supplies for Palestine, Alhamdulillah, have been distributed on Thursday, November 9, 2023. This aid was given to the Syuhada Jabaliya Health Center in North Gaza in the form of 1 unit of health aid and 30 medical supply packages. #prayforpalestine",0.020132856,0.8732658,0.10660128
Injustice crime   no matter how high it may rise  remember that in the court of Allah  there is only justice.,0.20633811,0.7126284,0.08103346
"#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide""",0.5737242,0.39020035,0.036075402
"Russia-Ukraine war live: Germany to âmassively expandâ support for Ukraine, foreign minister says

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.21420169,0.7134258,0.072372444
"Explained like you are a five years old                                    Illustration by 

          #prayforpalestine #digitalart #illustration #humanity #humanrights #stayontherightsideofhistory",0.06458567,0.6134266,0.3219877
"Powerful Tuesday Prayer
#FreePalestine 
#PrayForGhaza 
#PrayforPalestine",0.008964189,0.2636529,0.72738296
