Comments,neg,neu,pos
"This is why the Palestinians in the West Bank must be armed. Instead of arming the people, the so-called âPalestinianâ Authority does israelâs work for them.",0.21558614470899803,0.5580008987800276,0.2264129565109744
I hate Israel the Nazi regime.,0.37637903151809843,0.3909566554384093,0.23266431304349225
"Terrorists have often had young children participate in using explosives and weapons.  They are trained in #Hamas ""summer camps"" to do just that.  It's a sad reality.",0.3111286839645039,0.45953109064155473,0.22934022539394142
"Hebron is not occupied, it's under PA.
Israel has 'security responsibility' to arrest people that threat to its country, and cause a risk in engaging terror.

I pity his daugther to have witness it, because her father chose to be a criminal.",0.3225209216906344,0.42122536851581016,0.25625370979355544
Well done on the space Truth. Appreciate you,0.2320223521206678,0.35066582778307687,0.4173118200962554
Thanks!! I appreciate you coming on.,0.2300484546669004,0.31903153675510326,0.45092000857799636
Great news,0.22466922830961103,0.27331616103934003,0.5020146106510489
But hamas made me do it,0.21194155761708544,0.5761168847658291,0.21194155761708544
Toddler among US hostages in Gaza â White House,0.21194155761708544,0.5761168847658291,0.21194155761708544
The White House says that a three-year-old American whose parents were killed by Hamas is among the hostages in Gaza.,0.27466117050822386,0.500465282520298,0.22487354697147813
President Joe Biden raised  the issue of hostages including a toddler,0.21194155761708544,0.5761168847658291,0.21194155761708544
i hope he won't get a heartattack or car-/swimmingaccident in the next time,0.22609524157983993,0.49076055136683905,0.2831442070533209
Palestinians appreciate very much every effort that comes in support of their cause.,0.23010879775737683,0.4501371125030843,0.3197540897395389
Why is not on our major news outlets????,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Good luck with that, Israel is doing everything by the book.",0.23173407218075923,0.4239393801346116,0.34432654768462917
"Zionists mocking pro-Palestine protesters. Disgusting behaviour from disgusting people.

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",0.3204773140458337,0.44935422244621026,0.23016846350795592
"Dua 

Mere we can do for Palestine is 
Make Dua
Make Dua for Palestine
It will make our brothers in Palestine victorious

God willing

#PrayForPalestine",0.2177426530591672,0.5463795468006017,0.2358778001402311
"In memory of more than 10,000 martyrs of the Gaza Strip, a magnificent demonstration was held at Oslo Railway Station by Norwegians #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.2242007127302811,0.505496790674452,0.27030249659526695
"Their mosques are being heated under the bombs, they're still not missing any prayers!

Our mosques are being cooled with fans and ACs, and we're still skipping all 5 prayers!
#JummahMubarak #PrayForPalestine",0.21747119065140802,0.5478855336782993,0.23464327567029267
"Yemen  Stand with Palestine  

#WeStandWithPalestine
#PrayForPalestine
#IsraelisATerorristState",0.21194155761708544,0.5761168847658291,0.21194155761708544
"#Assalamuwalaikum 
A father lost his four children; his world has come to an end. May Allah protect the people of Palestine. Amen  

#freepalestian 
#PrayForPalestine",0.2457239782221481,0.5058341588345764,0.24844186294327558
"#Hezbollah's anti-ship #missiles, a little remedy for those pesky foreign #warships in the #Mediterranean
#PrayForPalestine #PalestineWillBeFree #Palestine ",0.25099208225005865,0.5281716860436768,0.22083623170626446
"#AllahHuAkbar
Without a doubt, with courage and bravery, a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.2891577745264939,0.4305108263050451,0.28033139916846095
"May Allah safeguard the people of Palestine, bless them with strength and resilience, and bring an end to their sufferings
 #PrayForPalestine #DivineProtection
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza
#FreePalestineFromIsrael",0.22780617094489353,0.475560990576419,0.2966328384786874
"Khalid bin al waleed Mosque was completely destroyed by Israeli shelling in khan Younis, Gaza.
#gazaunderattack #palastine 
#prayforgaza #prayforpalestine",0.2623528090059691,0.5147545562067436,0.2228926347872873
"Gaza under heavy attack now.
5-11-23

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",0.2548555431019509,0.5235836916653327,0.22156076523271634
"More beautiful Zionist talk.
Would you like these people to live in your country?

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",0.22393519861411854,0.5074289586190774,0.2686358427668041
"Are you not entertained enough?

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",0.24557640580681533,0.5346477528139453,0.21977584137923933
Highlights from last nights debate: We must condemn the terrorist group of HAMAS! #usa #hamasterrorists #hamaspalestine #palestine #nikkihaley #gop #gopdebate #israel #prayforpalestine #prayforisrael,0.29733264105099383,0.47477998896430873,0.22788736998469744
The Quick Story About Israel Actions #FreePalaestine #ISLAM  #prayforpalestine #gazastrip #savepalestina #uk #unitedstates #unitedkingdom #northernireland #london #greatbritian #england #NYC #WashingtonDC #losangeles #sanfrancisco #chicago #longislandcity #Spain #Madrid #Berlin,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Our Patience is nothingâ¦..
#prayforpalestine
#freepalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
"#AllahHuAkbar

This is spain

#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",0.21194155761708544,0.5761168847658291,0.21194155761708544
"We are minutes away from deathâ: Gazaâs al-Shifa Hospital under attack

#FreePalestineFromIsrael #PrayForPalestine",0.2763472408149833,0.4985272210573917,0.2251255381276251
":That was amazing and the real truth - you just nailed it, man. Our prayers are with Gaza and the Palestinian people. #StandWithGaza #PrayForPalestineâ #USA #usataxe",0.22537372385956098,0.4965876577241489,0.27803861841628996
"TLP Millions March Towards Islamabad. Pro Palestine Protest In Pakistan. Every Body Is So Angry On Israel Attack On Palestine.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerroristsâ¦",0.2945380674252314,0.47790322600804597,0.2275587065667227
"Let us join together in heartfelt prayers for the people of Palestine. May Allah protect them, grant them strength, and bring an end to the injustice they face. 
#PrayForPalestine #JummahMubarak #PeaceForPalestine #FreePalestine 
#FreePalaestine 
#FreePalestineâ¦",0.25286647606778584,0.43046309178913955,0.31667043214307466
"This little girl is called Julia. She lost her parents in the bombing by Israel in Gaza.

#FreePalestine #IsraelTerroristState #PrayForPalestine 
   #gazaholocust",0.24305148399606724,0.5376852163463695,0.21926329965756336
"Philippine human rights campaigner granted bail

#FreePalestineFromIsrael #PrayForPalestine",0.22595371941255785,0.49192693380694524,0.282119346780497
"Day 1150: I thought it was a high number but it is 9,150 less than the number murdered in #Gaza #Palestine since 7 October! #100daysofwalking #200DaysOfWalking #drogheda #PrayForGaza #PrayForPalestine #300daysofwalking #CeasefireForGaza",0.27608253071700034,0.4770874680992996,0.24683000118370016
"We keep that winning feeling ! 
Letâs continue the good work

#FreePalestineFromIsrael #PrayForPalestine",0.2326314708051525,0.39404122312293766,0.3733273060719099
"#Assalamuwalaikum   

#freepalestian 
#PrayForPalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Powerful words and great resilience from the Gaza resident, Abu Osama Daher, after his wife and all his children became martyrs in the Zionist Israeli bombing in the northern Gaza Strip today.",0.2242007127302811,0.505496790674452,0.27030249659526695
"#PrayForPalestine #StopGenocidelnGaza""",0.21194155761708544,0.5761168847658291,0.21194155761708544
Julia (3 years old) lost her only family to an Israeli bombing  O God Allah Almighty Please help Palastinians Gaza's people Ameen  #StopGenocideOfPalestinians #StopGenocideInGaza #PrayForPalestine #PrayForGaza,0.24870531509771507,0.46001942741572194,0.29127525748656286
"What is the Khalistan movement? How is it linked to India-Canada tensions?

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",0.26432826414847077,0.5124441633615703,0.22322757248995903
"Gaza has been asked to choose between ethnic cleansing and genocideâ¦

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Health assistance and medical devices for Palestine Alhamdulillah have been channeled on Thursday, November 9, 2023. This assistance was given to the Jabaliya Syuhada Health Center, North Gaza in the form of 1 unit of health aids and 30 packages of medical needs.
#PrayForpalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Many Palestinians continue to struggle for survival due to limited access to basic necessities.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.2709706837184885,0.5047234405895004,0.22430587569201113
"Dumbass Zionist propaganda and lies debunked again. This time by 
@AJEnglish
 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",0.287262099807912,0.48609060606600035,0.22664729412608764
"Breaking...

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.21194155761708544,0.5761168847658291,0.21194155761708544
Manipulation of media narratives in the Israeli-Palestinian conflict #FreeGazaNow #FreePalaestin #PrayForPeace #PrayForPalestine,0.31291739800814206,0.45757428887316176,0.22950831311869624
"#AsslamuAllekum  may Allah be pleased with him.
Abu Ubaidah reiterated the statement of Khalid bin Walid",0.22283630392158996,0.5151393459740897,0.2620243501043204
"By God! I have brought to you people who love death just as you love life. Insha'Allah  Allah will surely grant success one day.'""",0.25973483642521733,0.35201058659560963,0.3882545769791731
"#FreePalaestine #PrayForPalestine  #Gaza_Genocide""",0.21194155761708544,0.5761168847658291,0.21194155761708544
" #StandWithPalestine  We mourn the loss of many brothers and sisters to acts of terrorism. Together, let's strive for peace and justice. 
Do you know who the real terrorists are?   Everyone know them Occupier
#PrayForPalestine #EndViolence ",0.30976915882963885,0.42066103680487343,0.2695698043654876
"In Jakarta, people are enthusiastic about #PrayForPalestine",0.23064815854491497,0.44270048098062653,0.32665136047445853
This is Reality.    #PrayForPalestine,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Local sources
Armed clashes broke out around the Balata camp, east of Nablus. #prayforpalestine #GazaGenoside #IsraelTerorrist #IsraelNewNazisim",0.25777491961229876,0.5201341710541829,0.22209090933351838
"Written on our college whiteboard 
#FreePalaestine #PrayForPalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Palestinians valiantly stand for their faith and strive to protect Islam, reaching out their hand for our crucial support.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine",0.23214041832185953,0.4141973039815559,0.3536622776965845
"O Allah, strengthen the defense of the Palestinian fighters against their enemies (Zionist Israel and its allies).

O Allah, help the Palestinian fighters and grant them victory over their enemies.",0.29855356669264066,0.4013963606340233,0.30005007267333605
"#WeStandWithPalestine #FreePalestine #PrayForPalestine""",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Listening to this 

#FreePalaestin #FreePalaestine #FreePalestineFormZionist #PrayForGaza #PrayForPalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
" Heartbreaking to see the destruction in Palestine. Let's stand together and pray for peace, justice, and support for the affected. May Allah bring relief to those in need.  #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocide 
#CeasefireInGazaNOW 
#Survivor",0.28069964936935676,0.3967416186777536,0.32255873195288964
#freepalestian ,0.21194155761708544,0.5761168847658291,0.21194155761708544
"#PrayForPalestine""",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Oh Palestine, you are in our hearts and prayers. ""Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people."" Quran, 2:250 #FreePalestine #SaveGaza #PrayForPalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
"This is an example of how to destroy your life in a blink of eyes.

May Allah help them 

#PrayForPalestine  ",0.2662960182341121,0.4765671042312057,0.25713687753468234
"The last hug
from the river to the sea,Palestine will be free

Free free Palestine free free plaestine 

#palestine #freepalestine #istandwithpalestine #freepalestine #istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gaza #gazaunderattack",0.2326214767818591,0.394813131978897,0.3725653912392439
"A man is seen pulling a cart to transfer injuries to hospital in khan Younis, southern Gaza city. 5.11.23 
#freepalestine #freepalestine #gaza #palestine #freegaza #prayforgaza #prayforpalestine #savegaza #staywithpalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
#GAZA #PRAYFORPALESTINE #FreePalestine #freepalestin #motaz_azaiza #gazahologaust #gaza_geniocide #Abu Ubaida #Al -Ittihad_Abha #trending,0.21194155761708544,0.5761168847658291,0.21194155761708544
Don't stop talking about PALESTINE #palestinegenocide #freepalestine #palestinewillbefree #prayforpalestine,0.22441044073250027,0.5039498201371144,0.2716397391303852
"More than two million Indonesians gathered at Monas,Jakarta this morning to pray together and show their support for Palestine.
Presiden Joko Widodo
#SavePalestine
#HelpPalestine
#PrayForPalestine
#WeStandWithPalestine",0.22339307399398095,0.511287923929854,0.26531900207616504
"CALL FOR CEASEFIRE NOW
#ceasefirenow #PrayForPalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
This is Indonesia for PALESTINE #savepalestine #indonesiastandwithpalestine #palestinewillbefree #PrayForPalestine #palestinevictory,0.21194155761708544,0.5761168847658291,0.21194155761708544
#stopgenocide #stopkillingkids #prayforpalestine #freepalestine  From Indonesia ,0.21194155761708544,0.5761168847658291,0.21194155761708544
"The Alkhidmat Foundation Woman Wing is endeavoring to provide essential supplies to the people of Gaza.

#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.21194155761708544,0.5761168847658291,0.21194155761708544
"May Allah swt send His Greatest help to the people of #Gaza. May Allah swt grant victory to the #Palestineans, May Allah swt protects all of you. Aamiin ya Rabbal Alamiin #prayforGaza #prayforPalestine #FreePalestine #CeaseFireInGaza #CeasefireNOW #solidaritywithpalestine",0.22772432660991243,0.47634186660364886,0.29593380678643877
"Good morning. May Allah bless you with health and prosperity on this day.#Azaan #Prayer #Namaz #Muslims #PrayForPalestine #PrayForGazan #gaza #bycottIsrealProducts #bycott_isreal_products #bycott #bycottmacdonald #ALQuran
#Hadees Nabvi
#Farman_E_Ilahi
#urdu #",0.22382795398365143,0.5082013331550914,0.26797071286125707
"Its ccrazy to think how the people that got bullied by Hitler, are now the bullies. At one point they were begging for peace and now they couldnt care less about it, the world is a shambles, #PrayForPalestine",0.2643432345260184,0.48992307524689216,0.24573369022708946
"#FreePalestineNow 
#PalestineUnderAttack
#PalestineGenocide 
#PalestineHolocaust 
#PrayForPalestine
A gift from Indonesia for our brothers and sisters, the guardians and defenders of the land of Syria, Palestine. 'With our souls, with our blood, we sacrifice for you, O Aqsa,,,,,,,,,,,,,,
Israel is a TERRORIST STATE ",0.2556855414402431,0.4956888125039864,0.24862564605577048
#IsraelisATerorristState,0.21194155761708544,0.5761168847658291,0.21194155761708544
#FreePalaestine,0.21194155761708544,0.5761168847658291,0.21194155761708544
#FreeGazaNow,0.21194155761708544,0.5761168847658291,0.21194155761708544
"Only to Him we seek
Only Him who guides

#blessed
#PrayForPalestine
#FreePalestine",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Words canât evenâ¦â¦â¦ 

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide
#PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.21194155761708544,0.5761168847658291,0.21194155761708544
"Pakistan has not given Ukraine, which is at war with Russia, any weapons, and it has no intention of doing so.
#ukraine #palestine #PrayForPalestine #IsraeliCrimes #RussiaWar",0.30260544105721393,0.46891887647410363,0.22847568246868244
"Despite the prevalence of playing games, Palestinian children contend with dire circumstances and a constant battle for survival.

#Palestine #Gaza #PrayForPalestine #Pakistan",0.2887236317105925,0.4505503965895813,0.2607259716998263
"#AsslamuAllekum
#GoodMorningTwitterWorld 
Do you not know that the sovereignty of the earth and the heavens is for Allah alone, and besides Allah, there is no one else worthy of your devotion and help? #Quran 2/107 #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T",0.25128807210565746,0.4587933903028482,0.2899185375914943
This video broke me tonight. We never know kan how our life could inspire/affect other people. Lagi2 kalau mmg kita pempengaruh. This is really really sad  #PrayForPalestine,0.2766850929761093,0.49813942664551775,0.225175480378373
Hope the other leaders also wake up. #PrayForPalestine,0.22891984619327044,0.46422619639023066,0.3068539574164988
The  is with Palestine. But some of our pretentious muslim brothers are acting weird #prayforPalestine,0.25099208225005865,0.5281716860436768,0.22083623170626446
"Alkhidmat Foundation's Woman's Wing bringing hope to the people of  Gaza, one blanket bring children's smile light up their darkest days.
601-5
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",0.25233046000770804,0.4775837693275504,0.2700857706647415
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,0.23013871535284697,0.4497456664657448,0.32011561818140816
"Make dua for our brothers and sisters of Palestine 
#FreePalestine 
#PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",0.21194155761708544,0.5761168847658291,0.21194155761708544
Ayeza Khan responds to criticism over Palestine post #AyezaKhan #CelebrityNews #PrayforPalestine ,0.2831442070533209,0.49076055136683905,0.22609524157983993
"Pray for palestine

#PrayForPalestine",0.2323081662969901,0.40914302662269275,0.3585488070803171
"Let no one seduce you with vain thoughts; it is precisely these things that kindle the anger of God against rebellious men


#PalestineGenocide 
#PrayForPalestine",0.32814262022684343,0.42260939300684874,0.2492479867663079
"#Allahhuakbar
#Allahhuakbar
.
#FREEPALAESTINE #prayforpalestine #gazaunderattack #gaza_genocide
@Imshamstrz",0.21194155761708544,0.5761168847658291,0.21194155761708544
"A victim of #Ä±sraelTerrorists.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",0.24525995883092933,0.5350277980269029,0.2197122431421677
"#FreePalaestine
#FreePalaestine 
#PrayForPalestine
@IMshamstrz",0.21194155761708544,0.5761168847658291,0.21194155761708544
"The bombings near the Indonesian Hospital in Gaza are a tragic reminder of the devastating impact of war. Innocent lives lost, families shattered. 
And still Israel calls it self defence.
#CeasefireInGazaNOW #PrayForGaza 
 #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocideâ¦",0.33228594312754156,0.41405378163251133,0.25366027523994705
"The whole of America and Europe should stand behind the Israelis, victory or martyrdom is the only way for us, #Abu_Ubaida

 #FreePalestine #PrayForPalestine #Gaza #Gaza_Genocide #GazaHolocaust #Loki #Bitcoin #BANGYEDAM #Ethereum #SaraAliKhan #goldprice #Bhakts #Omegle #Gaza",0.21194155761708544,0.5761168847658291,0.21194155761708544
"The sky of #Gaza is illuminated by flash #BOMBs dropped by the occupation #IsraelisaGenocidalState #IsraelTerrorists #FreePalestineNow 
#Prayforgaza
#PrayForPalestine 
#AlAqsaFlood 
#AlAqsaNeedsAyubi",0.21194155761708544,0.5761168847658291,0.21194155761708544
"#AllahHuAkbar
You cannot defeat such a nation that never accepts defeat
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",0.25839135596691754,0.4389894229199529,0.30261922111312967
"#AllahHuAkbar
Unbelievable confidence, bravery, daring - a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",0.2665493069620018,0.39290161744335317,0.34054907559464515
"Stop Gaza genocide
#prayforPalestine
#freePalestine",0.3292071679717795,0.439961508532505,0.23083132349571556
"#AsslamuAllekum 
Do not say that our problems are big to Allah, but rather tell your problems that our Allah is very great, merciful, and generous. Insha'Allah, Allah will make everything better one day
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T 
",0.2581596482346267,0.4355363173642895,0.30630403440108384
"Well said Rangers fan David

I hope many more Rangers fans speak out about the Genocide taking place in Gaza right now. 
#PrayForPalestine ",0.22836095097724285,0.47009156527576496,0.3015474837469921
"With 75 years under occupation. Palestine don't need peace, We want freedom.. 

#WestandwithPalestine #raiseVoiceForPalestine #FreePalestine #PrayForPalestine #PalestinianLivesMatter",0.26265127126440424,0.49513338332565576,0.24221534540994002
